2025-08-02 13:38:00,594 INFO    MainThread:9348 [wandb_setup.py:_flush():80] Current SDK version is 0.21.0
2025-08-02 13:38:00,595 INFO    MainThread:9348 [wandb_setup.py:_flush():80] Configure stats pid to 9348
2025-08-02 13:38:00,595 INFO    MainThread:9348 [wandb_setup.py:_flush():80] Loading settings from C:\Users\AMD\.config\wandb\settings
2025-08-02 13:38:00,595 INFO    MainThread:9348 [wandb_setup.py:_flush():80] Loading settings from C:\Users\AMD\sentinel\desktop-app\wandb\settings
2025-08-02 13:38:00,595 INFO    MainThread:9348 [wandb_setup.py:_flush():80] Loading settings from environment variables
2025-08-02 13:38:00,595 INFO    MainThread:9348 [wandb_init.py:setup_run_log_directory():703] Logging user logs to C:\Users\AMD\sentinel\desktop-app\wandb\run-20250802_133800-rauifxve\logs\debug.log
2025-08-02 13:38:00,595 INFO    MainThread:9348 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to C:\Users\AMD\sentinel\desktop-app\wandb\run-20250802_133800-rauifxve\logs\debug-internal.log
2025-08-02 13:38:00,596 INFO    MainThread:9348 [wandb_init.py:init():830] calling init triggers
2025-08-02 13:38:00,596 INFO    MainThread:9348 [wandb_init.py:init():835] wandb.init called with sweep_config: {}
config: {'system_version': 'v5.0', 'observability_enabled': True, 'weave_integration': True, '_wandb': {}}
2025-08-02 13:38:00,596 INFO    MainThread:9348 [wandb_init.py:init():871] starting backend
2025-08-02 13:38:00,815 INFO    MainThread:9348 [wandb_init.py:init():874] sending inform_init request
2025-08-02 13:38:00,830 INFO    MainThread:9348 [wandb_init.py:init():882] backend started and connected
2025-08-02 13:38:00,831 INFO    MainThread:9348 [wandb_init.py:init():953] updated telemetry
2025-08-02 13:38:00,903 INFO    MainThread:9348 [wandb_init.py:init():977] communicating run to backend with 90.0 second timeout
2025-08-02 13:38:01,208 INFO    MainThread:9348 [wandb_init.py:init():1029] starting run threads in backend
2025-08-02 13:38:01,672 INFO    MainThread:9348 [wandb_run.py:_console_start():2458] atexit reg
2025-08-02 13:38:01,672 INFO    MainThread:9348 [wandb_run.py:_redirect():2306] redirect: wrap_raw
2025-08-02 13:38:01,672 INFO    MainThread:9348 [wandb_run.py:_redirect():2375] Wrapping output streams.
2025-08-02 13:38:01,672 INFO    MainThread:9348 [wandb_run.py:_redirect():2398] Redirects installed.
2025-08-02 13:38:01,676 INFO    MainThread:9348 [wandb_init.py:init():1075] run started, returning control to user process
2025-08-02 13:38:01,690 INFO    MainThread:9348 [wandb_run.py:_finish():2224] finishing run elliotttmiller-north-hennepin-community-college/cognitive-forge-v5/rauifxve
2025-08-02 13:38:01,690 INFO    MainThread:9348 [wandb_run.py:_atexit_cleanup():2423] got exitcode: 0
2025-08-02 13:38:01,690 INFO    MainThread:9348 [wandb_run.py:_restore():2405] restore
2025-08-02 13:38:01,690 INFO    MainThread:9348 [wandb_run.py:_restore():2411] restore done
2025-08-02 13:38:02,402 INFO    MainThread:9348 [wandb_run.py:_footer_history_summary_info():3903] rendering history
2025-08-02 13:38:02,402 INFO    MainThread:9348 [wandb_run.py:_footer_history_summary_info():3935] rendering summary
2025-08-02 13:38:02,403 INFO    MainThread:9348 [wandb_run.py:_footer_sync_info():3864] logging synced files
